gene	start	end	strand	alt_ann
mpneu23994	172975	173010	-	-1
mpneu00933	173065	173109	+	-1
mpneu10856	173082	173165	+	0
mpneu18916	173078	173137	-	0
mpneu00934	173140	173178	+	-1
mpneu18915	173138	173155	-	-1
mpneu23993	173038	173160	-	0
mpneu00935	173182	173196	+	-1
mpneu00936	173206	174966	+	MPN134
mpneu23992	173179	173235	-	-1
mpneu05986	173237	173263	+	-1
mpneu18914	173162	173242	-	0
mpneu05987	173270	173326	+	-1
mpneu18913	173249	173287	-	-1
mpneu28999	173193	173306	-	0
mpneu10857	173349	173402	+	-1
mpneu05988	173351	173470	+	0
mpneu18912	173327	173362	-	-1
mpneu23991	173413	173454	-	-1
mpneu28998	173424	173459	-	-1
mpneu05989	173483	173611	+	0
mpneu28997	173481	173519	-	-1
mpneu18911	173417	173530	-	0
mpneu10858	173547	173597	+	-1
mpneu23990	173467	173589	-	0
mpneu10859	173598	173618	+	-1
mpneu05990	173618	173659	+	-1
mpneu05991	173675	173719	+	-1
mpneu28996	173532	173684	-	0
mpneu05992	173720	173758	+	-1
mpneu23989	173656	173730	-	0
mpneu05993	173783	173815	+	-1
mpneu18910	173789	173812	-	-1
mpneu05994	173828	173917	+	0
mpneu18909	173837	173854	-	-1
mpneu28995	173694	173891	-	0
mpneu23988	173812	173910	-	0
mpneu05995	173918	174004	+	0
mpneu23987	173914	173940	-	-1
mpneu28994	173934	173957	-	-1
mpneu10860	173970	173993	+	-1
mpneu28993	173964	174023	-	0
mpneu05996	174035	174094	+	0
mpneu28992	174039	174047	-	-1
mpneu10861	174063	174119	+	-1
mpneu23986	174001	174075	-	0
mpneu23985	174091	174123	-	-1
mpneu05997	174149	174160	+	-1
mpneu05998	174182	174247	+	0
mpneu23984	174172	174315	-	0
mpneu05999	174326	174388	+	0
mpneu18908	174329	174337	-	-1
mpneu06000	174389	174541	+	0
mpneu18907	174362	174412	-	-1
mpneu10862	174417	174428	+	-1
mpneu18906	174452	174487	-	-1
mpneu18905	174494	174520	-	-1
mpneu23983	174385	174537	-	0
mpneu06001	174575	174670	+	0
mpneu10863	174651	174674	+	-1
mpneu18904	174671	174679	-	-1
mpneu06002	174683	174733	+	-1
mpneu28991	174111	174704	-	0
mpneu06003	174749	174781	+	-1
mpneu06004	174782	174796	+	-1
mpneu23982	174793	174804	-	-1
mpneu06005	174809	174853	+	-1
mpneu28990	174720	174842	-	0
mpneu23981	174850	174864	-	-1
mpneu06006	174869	174877	+	-1
mpneu06007	174881	174955	+	0
mpneu18903	174905	174937	-	-1
mpneu06008	174959	175948	+	MPN135
mpneu00937	174967	174990	+	-1
mpneu10864	175017	175073	+	-1
mpneu18902	174974	175024	-	-1
mpneu00938	175036	175128	+	0
mpneu28989	174987	175046	-	0
mpneu10865	175134	175274	+	0
mpneu23980	174913	175143	-	0
mpneu18901	175112	175177	-	0
mpneu28988	175245	175277	-	-1
mpneu10866	175290	175319	+	-1
mpneu23979	175144	175296	-	0
mpneu28987	175287	175322	-	-1
mpneu00939	175330	175449	+	0
mpneu18900	175316	175336	-	-1
mpneu10867	175356	175361	+	-1
mpneu10868	175383	175424	+	-1
mpneu10869	175437	175457	+	-1
mpneu18899	175421	175438	-	-1
mpneu00940	175450	175482	+	-1
mpneu10870	175470	175544	+	0
mpneu00941	175489	175533	+	-1
mpneu28986	175530	175550	-	-1
mpneu10871	175563	175589	+	-1
mpneu10872	175599	175661	+	0
mpneu28985	175590	175613	-	-1
mpneu28984	175632	175709	-	0
mpneu10873	175728	175745	+	-1
mpneu10874	175749	175862	+	0
mpneu23978	175393	175764	-	0
mpneu18898	175679	175783	-	0
mpneu23977	175771	175839	-	0
mpneu00942	175849	175938	+	0
mpneu23976	175852	175872	-	-1
mpneu10875	175872	175886	+	-1
mpneu10876	175887	175910	+	-1
mpneu10877	175920	176879	+	MPN136
mpneu18897	175883	175927	-	-1
mpneu28983	175821	175931	-	0
mpneu28982	175935	175961	-	-1
mpneu06009	176003	176035	+	-1
mpneu00943	176011	176028	+	-1
mpneu06010	176048	176200	+	0
mpneu00944	176056	176064	+	-1
mpneu18896	175952	176071	-	0
mpneu00945	176110	176127	+	-1
mpneu00946	176134	176232	+	0
mpneu23975	176032	176142	-	0
mpneu28981	176124	176165	-	-1
mpneu06011	176216	176224	+	-1
mpneu23974	176221	176238	-	-1
mpneu18895	176081	176278	-	0
mpneu00947	176284	176298	+	-1
mpneu06012	176303	176521	+	0
mpneu00948	176374	176397	+	-1
mpneu00949	176398	176445	+	-1
mpneu28980	176370	176414	-	-1
mpneu23973	176431	176454	-	-1
mpneu00950	176455	176610	+	0
mpneu23972	176479	176514	-	-1
mpneu06013	176543	176593	+	-1
mpneu18894	176282	176599	-	0
mpneu06014	176600	176692	+	0
mpneu00951	176626	176667	+	-1
mpneu23971	176518	176670	-	0
mpneu06015	176696	176827	+	0
mpneu00952	176719	176769	+	-1
mpneu28979	176664	176747	-	0
mpneu18893	176642	176785	-	0
mpneu23970	176689	176802	-	0
mpneu00953	176809	177045	+	0
mpneu23969	176836	176856	-	-1
mpneu18892	176813	176863	-	-1
mpneu06016	176882	177040	+	0
mpneu18891	176891	176911	-	-1
mpneu28978	176880	176927	-	-1
mpneu10878	176964	177065	+	0
mpneu23968	176869	177021	-	0
mpneu28977	177060	177071	-	-1
mpneu00954	177076	177171	+	0
mpneu06017	177092	177100	+	-1
mpneu06018	177116	177151	+	-1
mpneu10879	177123	177161	+	-1
mpneu10880	177165	177176	+	-1
mpneu00955	177187	177219	+	-1
mpneu10881	177198	177236	+	-1
mpneu06019	177209	177268	+	0
mpneu18890	177212	177217	-	-1
mpneu18889	177233	177250	-	-1
mpneu28976	177168	177254	-	0
mpneu06020	177278	177328	+	-1
mpneu00956	177283	177411	+	0
mpneu23967	177265	177297	-	-1
mpneu10882	177306	177353	+	-1
mpneu18888	177323	177346	-	-1
mpneu28975	177348	177404	-	-1
mpneu23966	177415	177426	-	-1
mpneu00957	177433	177453	+	-1
mpneu10883	177441	177518	+	0
mpneu06021	177461	178027	+	0
mpneu28974	177522	177566	-	-1
mpneu10884	177579	177602	+	-1
mpneu28973	177576	177608	-	-1
mpneu28972	177627	177641	-	-1
mpneu00958	177721	177792	+	0
mpneu28971	177669	177782	-	0
mpneu00959	177802	177834	+	-1
mpneu28970	177789	177824	-	-1
mpneu00960	177847	177918	+	0
mpneu10885	177858	177875	+	-1
mpneu10886	177885	177890	+	-1
mpneu10887	177894	177989	+	0
mpneu28969	177840	177911	-	0
mpneu00961	177922	177939	+	-1
mpneu28968	177936	177950	-	-1
mpneu00962	177958	178020	+	0
mpneu28967	177963	178010	-	-1
mpneu00963	178021	178089	+	0
mpneu06022	178028	178246	+	0
mpneu18887	178040	178048	-	-1
mpneu10888	178128	178175	+	-1
mpneu23965	177457	178143	-	MPN137
mpneu18886	178097	178150	-	-1
mpneu00964	178162	178206	+	-1
mpneu18885	178187	178192	-	-1
mpneu18884	178199	178216	-	-1
mpneu00965	178228	178362	+	0
mpneu28966	178143	178250	-	0
mpneu23964	178183	178263	-	0
mpneu18883	178253	178267	-	-1
mpneu10889	178275	178307	+	-1
mpneu28965	178281	178328	-	-1
mpneu06023	178331	178342	+	-1
mpneu10890	178335	178418	+	0
mpneu00966	178366	178389	+	-1
mpneu18882	178271	178378	-	0
mpneu00967	178396	178872	+	0
mpneu06024	178400	178432	+	-1
mpneu18881	178382	178408	-	-1
mpneu18880	178415	178459	-	-1
mpneu18879	178469	178504	-	-1
mpneu18878	178523	178546	-	-1
mpneu18877	178607	178651	-	-1
mpneu06025	178655	178660	+	-1
mpneu10891	178665	178895	+	0
mpneu06026	178673	178693	+	-1
mpneu18876	178706	178783	-	0
mpneu28964	178392	178892	-	MPN138
mpneu10892	178917	178934	+	-1
mpneu00968	178942	179028	+	0
mpneu10893	178953	178997	+	-1
mpneu23963	178924	178974	-	-1
mpneu06027	179003	179104	+	0
mpneu18875	178892	179008	-	0
mpneu10894	179010	179024	+	-1
mpneu10895	179049	179084	+	-1
mpneu23962	178987	179076	-	0
mpneu00969	179077	179121	+	-1
mpneu06028	179108	179155	+	-1
mpneu28963	178938	179108	-	0
mpneu10896	179148	179600	+	0
mpneu23961	179167	179187	-	-1
mpneu00970	179209	179226	+	-1
mpneu00971	179263	179304	+	-1
mpneu06029	179285	179317	+	-1
mpneu23960	179215	179307	-	0
mpneu23959	179314	179340	-	-1
mpneu06030	179342	179368	+	-1
mpneu23958	179365	179379	-	-1
mpneu00972	179383	179388	+	-1
mpneu06031	179393	179623	+	0
mpneu00973	179401	179421	+	-1
mpneu28962	179523	179540	-	-1
mpneu23957	179434	179580	-	0
mpneu18874	179129	179620	-	MPN139
mpneu28961	179595	179627	-	-1
mpneu28960	179667	179672	-	-1
mpneu00974	179677	179727	+	-1
mpneu18873	179663	179695	-	-1
mpneu06032	179699	179731	+	-1
mpneu10897	179706	179714	+	-1
mpneu23956	179620	179706	-	0
mpneu10898	179733	179780	+	-1
mpneu18872	179711	179758	-	-1
mpneu28959	179724	179768	-	-1
mpneu00975	179788	179865	+	0
mpneu06033	179798	179878	+	0
mpneu18871	179816	179827	-	-1
mpneu10899	179838	179849	+	-1
mpneu10900	179871	180845	+	MPN140
mpneu23955	179782	179871	-	0
mpneu00976	179902	180000	+	0
mpneu06034	179975	180019	+	-1
mpneu23954	179914	179988	-	0
mpneu28958	179862	179993	-	0
mpneu00977	180043	180120	+	0
mpneu28957	180006	180062	-	-1
mpneu23953	180016	180096	-	0
mpneu28956	180117	180128	-	-1
mpneu00978	180142	180189	+	-1
mpneu18870	179852	180154	-	0
mpneu06035	180173	180205	+	-1
mpneu00979	180220	180306	+	0
mpneu18869	180155	180250	-	0
mpneu28955	180186	180299	-	0
mpneu18868	180278	180325	-	-1
mpneu06036	180326	180337	+	-1
mpneu06037	180410	180445	+	-1
mpneu23952	180349	180420	-	0
mpneu00980	180472	180483	+	-1
mpneu28954	180438	180473	-	-1
mpneu28953	180480	180488	-	-1
mpneu18867	180371	180505	-	0
mpneu00981	180520	180594	+	0
mpneu28952	180495	180584	-	0
mpneu06038	180611	180637	+	-1
mpneu00982	180613	180624	+	-1
mpneu23951	180553	180618	-	0
mpneu00983	180640	180672	+	-1
mpneu18866	180557	180655	-	0
mpneu06039	180656	180682	+	-1
mpneu28951	180630	180689	-	0
mpneu00984	180745	180804	+	0
mpneu00985	180808	180813	+	-1
mpneu06040	180821	180997	+	0
mpneu28950	180738	180833	-	0
mpneu00986	180835	180852	+	-1
mpneu23950	180784	180855	-	0
mpneu10901	180858	185741	+	MPN141
mpneu23949	180856	180963	-	0
mpneu18865	180689	180982	-	0
mpneu28949	180849	181031	-	0
mpneu00987	181036	181056	+	-1
mpneu06041	181061	181075	+	-1
mpneu00988	181105	181131	+	-1
mpneu06042	181121	181150	+	-1
mpneu00989	181168	181296	+	0
mpneu28948	181128	181181	-	-1
mpneu23948	181147	181227	-	0
mpneu00990	181348	181719	+	0
mpneu06043	181385	181804	+	0
mpneu28947	181293	181427	-	0
mpneu18864	180998	181438	-	0
mpneu28946	181458	181499	-	-1
mpneu23947	181339	181656	-	0
mpneu28945	181512	181679	-	0
mpneu00991	181756	181773	+	-1
mpneu00992	181780	182421	+	0
mpneu06044	181922	182209	+	0
mpneu18863	181484	181960	-	0
mpneu18862	181997	182053	-	-1
mpneu28944	181770	182402	-	0
mpneu18861	182063	182404	-	0
mpneu00993	182422	182469	+	-1
mpneu23946	182428	182448	-	-1
mpneu06045	182474	182545	+	0
mpneu23945	182461	182481	-	-1
mpneu00994	182482	182529	+	-1
mpneu28943	182487	182516	-	-1
mpneu00995	182560	182622	+	0
mpneu23944	182542	182574	-	-1
mpneu00996	182641	182700	+	0
mpneu28942	182697	182714	-	-1
mpneu28941	182721	182738	-	-1
mpneu18860	182438	182746	-	0
mpneu06046	182756	182797	+	-1
mpneu18859	182750	182818	-	0
mpneu06047	182849	182893	+	-1
mpneu23943	182650	182865	-	0
mpneu00997	182872	183012	+	0
mpneu18858	182828	182935	-	0
mpneu06048	182960	182992	+	-1
mpneu28940	182775	183005	-	0
mpneu00998	183013	183087	+	0
mpneu18857	182948	183028	-	0
mpneu28939	183009	183044	-	-1
mpneu23942	182890	183048	-	0
mpneu00999	183130	183168	+	-1
mpneu23941	183178	183192	-	-1
mpneu18856	183038	183241	-	0
mpneu01000	183244	183339	+	0
mpneu23940	183376	183390	-	-1
mpneu01001	183391	183669	+	0
mpneu06049	183548	183562	+	-1
mpneu23939	183484	183570	-	0
mpneu28938	183165	183635	-	0
mpneu01002	183691	183705	+	-1
mpneu01003	183721	184275	+	0
mpneu18855	183275	183748	-	0
mpneu06050	183788	184093	+	0
mpneu18854	183749	183919	-	0
mpneu28937	183702	183926	-	0
mpneu18853	183935	183964	-	-1
mpneu23938	183682	184077	-	0
mpneu28936	183945	184106	-	0
mpneu06051	184148	184171	+	-1
mpneu06052	184214	184561	+	0
mpneu18852	184025	184243	-	0
mpneu01004	184285	184620	+	0
mpneu23937	184090	184290	-	0
mpneu28935	184272	184433	-	0
mpneu18851	184256	184447	-	0
mpneu23936	184438	184530	-	0
mpneu18850	184520	184558	-	-1
mpneu28934	184464	184607	-	0
mpneu01005	184681	185037	+	0
mpneu23935	184630	184734	-	0
mpneu28933	184617	184817	-	0
mpneu06053	184856	184924	+	0
mpneu23934	184774	184878	-	0
mpneu01006	185038	185154	+	0
mpneu23933	184927	185070	-	0
mpneu28932	185034	185126	-	0
mpneu01007	185167	185232	+	0
mpneu23932	185188	185205	-	-1
mpneu01008	185245	185268	+	-1
mpneu28931	185277	185309	-	-1
mpneu18849	184571	185332	-	0
mpneu01009	185344	185364	+	-1
mpneu23931	185287	185358	-	0
mpneu28930	185361	185387	-	-1
mpneu06054	185411	185584	+	0
mpneu01010	185452	185481	+	-1
mpneu01011	185485	186039	+	0
mpneu28929	185478	185507	-	-1
mpneu23930	185473	185547	-	0
mpneu18848	185420	185611	-	0
mpneu23929	185602	185631	-	-1
mpneu23928	185656	185691	-	-1
mpneu28928	185541	185720	-	0
mpneu23927	185704	185724	-	-1
mpneu06055	185747	189403	+	MPN142
mpneu28927	185745	185816	-	0
mpneu23926	185773	185826	-	-1
mpneu23925	185827	185856	-	-1
mpneu10902	185886	186350	+	0
mpneu18847	185816	185917	-	0
mpneu28926	185871	186089	-	0
mpneu23924	185860	186120	-	0
mpneu01012	186187	186210	+	-1
mpneu23923	186151	186204	-	-1
mpneu23922	186223	186267	-	-1
mpneu23921	186283	186288	-	-1
mpneu18846	185918	186316	-	0
mpneu10903	186360	186698	+	0
mpneu01013	186409	186441	+	-1
mpneu18845	186347	186430	-	0
mpneu01014	186517	186663	+	0
mpneu28925	186474	186599	-	0
mpneu18844	186665	186670	-	-1
mpneu10904	186726	186761	+	-1
mpneu28924	186660	186746	-	0
mpneu18843	186695	186754	-	0
mpneu28923	186768	186791	-	-1
mpneu10905	186798	186803	+	-1
mpneu10906	186819	186965	+	0
mpneu01015	186937	186948	+	-1
mpneu10907	186981	187064	+	0
mpneu18842	186764	187024	-	0
mpneu10908	187080	187196	+	0
mpneu23920	186328	187155	-	0
mpneu28922	186993	187175	-	0
mpneu18841	187139	187183	-	-1
mpneu10909	187197	187772	+	0
mpneu01016	187240	187359	+	0
mpneu28921	187356	187370	-	-1
mpneu23919	187189	187413	-	0
mpneu23918	187423	187431	-	-1
mpneu28920	187476	187541	-	0
mpneu23917	187528	187653	-	0
mpneu18840	187193	187744	-	0
mpneu10910	187776	187910	+	0
mpneu28919	187773	187787	-	-1
mpneu23916	187723	187791	-	0
mpneu10911	187917	188186	+	0
mpneu28918	187848	187970	-	0
mpneu01017	187984	188055	+	0
mpneu23915	187795	187995	-	0
mpneu18839	187769	188110	-	0
mpneu23914	188026	188130	-	0
mpneu28917	188157	188189	-	-1
mpneu18838	188135	188197	-	0
mpneu10912	188211	188225	+	-1
mpneu10913	188229	188243	+	-1
mpneu23913	188206	188292	-	0
mpneu10914	188298	188351	+	-1
mpneu23912	188317	188361	-	-1
mpneu10915	188370	188540	+	0
mpneu01018	188398	188445	+	-1
mpneu28916	188304	188432	-	0
mpneu18837	188246	188452	-	0
mpneu23911	188404	188469	-	0
mpneu28915	188484	188495	-	-1
mpneu28914	188523	188534	-	-1
mpneu18836	188537	188569	-	-1
mpneu10916	188577	188933	+	0
mpneu23910	188473	188646	-	0
mpneu18835	188615	188653	-	-1
mpneu01019	188656	188667	+	-1
mpneu28913	188640	188657	-	-1
mpneu23909	188677	188745	-	0
mpneu01020	188785	188832	+	-1
mpneu23908	188761	188865	-	0
mpneu18834	188717	188920	-	0
mpneu28912	188898	188948	-	-1
mpneu10917	188979	189134	+	0
mpneu10918	189153	189410	+	0
mpneu28911	188967	189170	-	0
mpneu28910	189216	189239	-	-1
mpneu23907	189001	189291	-	0
mpneu28909	189333	189341	-	-1
mpneu18833	189146	189385	-	0
mpneu28908	189345	189389	-	-1
mpneu18832	189407	189430	-	-1
mpneu10919	189444	189512	+	0
mpneu06056	189446	189502	+	-1
mpneu01021	189472	190047	+	MPN143
mpneu23906	189400	189489	-	0
mpneu28907	189462	189491	-	-1
mpneu10920	189516	189530	+	-1
mpneu06057	189539	189565	+	-1
mpneu23905	189499	189549	-	-1
mpneu06058	189581	189622	+	-1
mpneu18831	189536	189586	-	-1
mpneu23904	189562	189615	-	-1
mpneu23903	189619	189627	-	-1
mpneu06059	189668	189676	+	-1
mpneu23902	189637	189669	-	-1
mpneu06060	189683	190063	+	0
mpneu23901	189673	189684	-	-1
mpneu10921	189798	189809	+	-1
mpneu18830	189806	189838	-	-1
mpneu18829	189866	189970	-	0
mpneu28906	189633	190028	-	0
mpneu23900	189700	190050	-	0
mpneu10922	190050	190190	+	0
mpneu18828	190010	190057	-	-1
mpneu28905	190029	190067	-	-1
mpneu18827	190067	190129	-	0
mpneu06061	190139	190156	+	-1
mpneu23899	190135	190152	-	-1
mpneu06062	190178	190342	+	0
mpneu28904	190095	190244	-	0
mpneu01022	190249	191862	+	MPN144
mpneu06063	190394	190672	+	0
mpneu10923	190503	190565	+	0
mpneu18826	190379	190573	-	0
mpneu23898	190153	190638	-	0
mpneu06064	190694	190708	+	-1
mpneu06065	190724	191278	+	0
mpneu28903	190278	190748	-	0
mpneu10924	190791	191096	+	0
mpneu28902	190752	190922	-	0
mpneu23897	190705	190929	-	0
mpneu28901	190938	190967	-	-1
mpneu18825	190748	191080	-	0
mpneu23896	190948	191109	-	0
mpneu10925	191151	191174	+	-1
mpneu10926	191217	191594	+	0
mpneu28900	191028	191246	-	0
mpneu06066	191279	191317	+	-1
mpneu23895	191275	191307	-	-1
mpneu06067	191348	191398	+	-1
mpneu28899	191259	191363	-	0
mpneu06068	191447	191638	+	0
mpneu18824	191441	191566	-	0
mpneu28898	191523	191570	-	-1
mpneu23894	191395	191622	-	0
mpneu06069	191687	191869	+	0
mpneu18823	191597	191734	-	0
mpneu28897	191577	191762	-	0
mpneu23893	191635	191859	-	0
mpneu28896	191859	191888	-	-1
mpneu01023	191896	191928	+	-1
mpneu10927	191907	192065	+	0
mpneu18822	191879	191932	-	-1
mpneu23892	191902	191952	-	-1
mpneu28895	191973	191987	-	-1
mpneu01024	192016	192069	+	-1
mpneu28894	191994	192047	-	-1
mpneu06070	192050	192214	+	0
mpneu10928	192090	192122	+	-1
mpneu23891	192028	192096	-	0
mpneu28893	192084	192098	-	-1
mpneu10929	192123	192236	+	0
mpneu28892	192102	192167	-	0
mpneu28891	192171	192185	-	-1
mpneu28890	192189	192194	-	-1
mpneu01025	192214	192753	+	MPN145
mpneu18821	192119	192232	-	0
mpneu06071	192245	192328	+	0
mpneu23890	192211	192258	-	-1
mpneu28889	192219	192266	-	-1
mpneu18820	192248	192286	-	-1
mpneu10930	192288	192299	+	-1
mpneu06072	192329	192379	+	-1
mpneu18819	192296	192358	-	0
mpneu23889	192325	192384	-	0
mpneu06073	192392	192406	+	-1
mpneu06074	192431	192502	+	0
mpneu18818	192467	192484	-	-1
mpneu23888	192403	192495	-	0
mpneu18817	192488	192508	-	-1
mpneu06075	192518	192544	+	-1
mpneu06076	192584	192658	+	0
mpneu06077	192659	192742	+	0
mpneu23887	192508	192681	-	0
mpneu18816	192674	192718	-	-1
mpneu28888	192276	192749	-	0
mpneu10931	192759	192797	+	-1
mpneu10932	192798	192896	+	0
mpneu06078	192836	192868	+	-1
mpneu23886	192787	192858	-	0
mpneu06079	192872	192907	+	-1
mpneu23885	192865	192885	-	-1
mpneu18815	192794	192889	-	0
mpneu06080	192938	193081	+	0
mpneu10933	192942	193061	+	0
mpneu01026	192958	192999	+	-1
mpneu23884	192952	192969	-	-1
mpneu28887	192933	192974	-	-1
mpneu18814	192929	192991	-	0
mpneu10934	193068	193868	+	MPN146
mpneu06081	193082	193093	+	-1
mpneu01027	193084	193134	+	-1
mpneu23883	193126	193143	-	-1
mpneu01028	193159	193230	+	0
mpneu18813	193064	193207	-	0
mpneu18812	193214	193234	-	-1
mpneu01029	193249	193350	+	0
mpneu28886	193131	193274	-	0
mpneu18811	193247	193291	-	-1
mpneu23882	193144	193302	-	0
mpneu18810	193307	193315	-	-1
mpneu01030	193384	193434	+	-1
mpneu23881	193342	193395	-	-1
mpneu01031	193435	193494	+	0
mpneu18809	193325	193456	-	0
mpneu18808	193457	193501	-	-1
mpneu28885	193491	193517	-	-1
mpneu01032	193531	193557	+	-1
mpneu23880	193420	193536	-	0
mpneu23879	193558	193572	-	-1
mpneu01033	193582	193602	+	-1
mpneu28884	193599	193622	-	-1
mpneu06082	193634	193660	+	-1
mpneu01034	193645	193722	+	0
mpneu28883	193632	193709	-	0
mpneu28882	193719	193727	-	-1
mpneu23878	193675	193752	-	0
mpneu01035	193762	193818	+	-1
mpneu06083	193796	193831	+	-1
mpneu18807	193517	193804	-	0
mpneu01036	193819	193899	+	0
mpneu18806	193835	193846	-	-1
mpneu23877	193828	193851	-	-1
mpneu10935	193875	195332	+	MPN147
mpneu23876	193891	193908	-	-1
mpneu01037	193924	193968	+	-1
mpneu18805	193865	193954	-	0
mpneu28881	193728	193958	-	0
mpneu01038	194008	194052	+	-1
mpneu18804	194027	194035	-	-1
mpneu18803	194042	194047	-	-1
mpneu01039	194056	194112	+	-1
mpneu23875	193921	194085	-	0
mpneu18802	194099	194104	-	-1
mpneu18801	194120	194125	-	-1
mpneu01040	194161	194214	+	-1
mpneu18800	194129	194170	-	-1
mpneu23874	194164	194187	-	-1
mpneu28880	194139	194207	-	0
mpneu01041	194221	194226	+	-1
mpneu01042	194248	194280	+	-1
mpneu01043	194284	194394	+	0
mpneu23873	194326	194340	-	-1
mpneu28879	194277	194351	-	0
mpneu01044	194401	194538	+	0
mpneu18799	194246	194443	-	0
mpneu28878	194391	194465	-	0
mpneu23872	194407	194478	-	0
mpneu23871	194503	194532	-	-1
mpneu28877	194535	194564	-	-1
mpneu23870	194584	194595	-	-1
mpneu18798	194486	194638	-	0
mpneu01045	194644	194742	+	0
mpneu28876	194565	194657	-	0
mpneu23869	194626	194664	-	-1
mpneu01046	194770	194796	+	-1
mpneu23868	194674	194811	-	0
mpneu01047	194821	195072	+	0
mpneu23867	194833	194871	-	-1
mpneu23866	194884	194943	-	0
mpneu18797	194681	194968	-	0
mpneu06084	194981	195016	+	-1
mpneu23865	194953	195006	-	-1
mpneu23864	195007	195012	-	-1
mpneu28875	194793	195035	-	0
mpneu01048	195097	195312	+	0
mpneu23863	195082	195105	-	-1
mpneu18796	195056	195124	-	0
mpneu28874	195069	195143	-	0
mpneu23862	195136	195147	-	-1
mpneu23861	195190	195201	-	-1
mpneu23860	195247	195255	-	-1
mpneu18795	195128	195283	-	0
mpneu01049	195322	195372	+	-1
mpneu23859	195298	195357	-	0
mpneu23858	195364	195396	-	-1
mpneu10936	195405	195434	+	-1
mpneu01050	195409	195417	+	-1
mpneu18794	195335	195430	-	0
mpneu01051	195502	195585	+	0
mpneu23857	195490	195510	-	-1
mpneu18793	195431	195529	-	0
mpneu06085	195539	196297	+	MPN148
mpneu10937	195576	195593	+	-1
mpneu28873	195414	195602	-	0
mpneu10938	195606	195620	+	-1
mpneu18792	195560	195613	-	-1
mpneu28872	195651	195662	-	-1
mpneu18791	195638	195670	-	-1
mpneu10939	195675	195722	+	-1
mpneu28871	195684	195692	-	-1
mpneu23856	195523	195711	-	0
mpneu18790	195680	195715	-	-1
mpneu01052	195787	195921	+	0
mpneu28870	195750	195788	-	-1
mpneu10940	195801	195818	+	-1
mpneu10941	195822	195845	+	-1
mpneu23855	195847	195855	-	-1
mpneu10942	195888	196136	+	0
mpneu28869	195870	195908	-	-1
mpneu18789	195779	195913	-	0
mpneu28868	195918	195932	-	-1
mpneu01053	195961	195999	+	-1
mpneu23854	195973	196011	-	-1
mpneu28867	196032	196061	-	-1
mpneu28866	196062	196073	-	-1
mpneu28865	196077	196100	-	-1
mpneu18788	195926	196117	-	0
mpneu01054	196138	196164	+	-1
mpneu10943	196143	196175	+	-1
mpneu28864	196122	196160	-	-1
mpneu28863	196161	196172	-	-1
mpneu23853	196015	196182	-	0
mpneu10944	196185	196220	+	-1
mpneu18787	196172	196213	-	-1
mpneu10945	196227	196289	+	0
mpneu23852	196225	196239	-	-1
mpneu28862	196230	196253	-	-1
mpneu10946	196299	196547	+	0
mpneu06086	196304	196336	+	-1
